database,table,ordinal,column,declared_type,not_null,default,primary_key_ordinal,finding_status
data/funding_history.db,open_interest_hist,5,source,TEXT,1,'binance_public',0,VERIFIED FROM CODE/DATA
data/funding_history.db,spot_klines_1h,0,symbol,TEXT,1,,1,VERIFIED FROM CODE/DATA
data/funding_history.db,spot_klines_1h,1,open_time_ms,INTEGER,1,,2,VERIFIED FROM CODE/DATA
data/funding_history.db,spot_klines_1h,2,close_time_ms,INTEGER,1,,0,VERIFIED FROM CODE/DATA
data/funding_history.db,spot_klines_1h,3,open,REAL,1,,0,VERIFIED FROM CODE/DATA
data/funding_history.db,spot_klines_1h,4,high,REAL,1,,0,VERIFIED FROM CODE/DATA
data/funding_history.db,spot_klines_1h,5,low,REAL,1,,0,VERIFIED FROM CODE/DATA
data/funding_history.db,spot_klines_1h,6,close,REAL,1,,0,VERIFIED FROM CODE/DATA
data/funding_history.db,spot_klines_1h,7,volume,REAL,1,,0,VERIFIED FROM CODE/DATA
data/funding_history.db,spot_klines_1h,8,source,TEXT,1,'binance_public',0,VERIFIED FROM CODE/DATA
data/oi_history.db,fetch_runs,0,run_id,TEXT,0,,1,VERIFIED FROM CODE/DATA
data/oi_history.db,fetch_runs,1,started_at_utc,TEXT,1,,0,VERIFIED FROM CODE/DATA
data/oi_history.db,fetch_runs,2,completed_at_utc,TEXT,0,,0,VERIFIED FROM CODE/DATA
data/oi_history.db,fetch_runs,3,symbols_json,TEXT,1,,0,VERIFIED FROM CODE/DATA
data/oi_history.db,fetch_runs,4,periods_json,TEXT,1,,0,VERIFIED FROM CODE/DATA
data/oi_history.db,fetch_runs,5,notes_json,TEXT,1,,0,VERIFIED FROM CODE/DATA
data/oi_history.db,futures_klines_5m,0,symbol,TEXT,1,,1,VERIFIED FROM CODE/DATA
data/oi_history.db,futures_klines_5m,1,open_time_ms,INTEGER,1,,2,VERIFIED FROM CODE/DATA
data/oi_history.db,futures_klines_5m,2,close_time_ms,INTEGER,1,,0,VERIFIED FROM CODE/DATA
data/oi_history.db,futures_klines_5m,3,open,REAL,1,,0,VERIFIED FROM CODE/DATA
data/oi_history.db,futures_klines_5m,4,high,REAL,1,,0,VERIFIED FROM CODE/DATA
data/oi_history.db,futures_klines_5m,5,low,REAL,1,,0,VERIFIED FROM CODE/DATA
data/oi_history.db,futures_klines_5m,6,close,REAL,1,,0,VERIFIED FROM CODE/DATA
data/oi_history.db,futures_klines_5m,7,volume,REAL,1,,0,VERIFIED FROM CODE/DATA
data/oi_history.db,futures_klines_5m,8,source,TEXT,1,'binance_public',0,VERIFIED FROM CODE/DATA
data/oi_history.db,oi_history,0,symbol,TEXT,1,,1,VERIFIED FROM CODE/DATA
data/oi_history.db,oi_history,1,period,TEXT,1,,2,VERIFIED FROM CODE/DATA
data/oi_history.db,oi_history,2,timestamp_ms,INTEGER,1,,3,VERIFIED FROM CODE/DATA
data/oi_history.db,oi_history,3,ts_utc,TEXT,1,,0,VERIFIED FROM CODE/DATA
data/oi_history.db,oi_history,4,open_interest,REAL,1,,0,VERIFIED FROM CODE/DATA
data/oi_history.db,oi_history,5,open_interest_value,REAL,1,,0,VERIFIED FROM CODE/DATA
data/oi_history.db,oi_history,6,source_granularity,TEXT,1,,0,VERIFIED FROM CODE/DATA
data/oi_history.db,oi_history,7,source,TEXT,1,'binance_public',0,VERIFIED FROM CODE/DATA
